Iteration,X1,X2,X3,Y1,Y2,ID, Fitness
    4,   -1.9567,    1.6198,    -0.9058,    -12.9160,    -8.4278,    40,    1.1025
    4,   -0.5041,    0.0183,    -0.8848,    -17.4182,    -2.3061,    17,    1.1949
    4,   -0.7973,    -1.1389,    0.5603,    -15.3308,    -3.9576,    68,    1.1802
    4,   -0.5041,    0.0183,    -0.3620,    -18.3412,    0.1869,    17,    1.3923
    4,   -2.0123,    1.6263,    -1.0506,    -12.7497,    -9.6855,    40,    1.0700
    4,   -1.9567,    -0.8916,    -0.8345,    -14.3377,    -7.1865,    40,    1.7460
    4,   -1.9919,    0.0183,    -0.3620,    -16.0148,    -3.0111,    17,    1.6415
    5,   -1.9567,    1.6198,    -1.0506,    -12.8136,    -9.5115,    40,    2.4307
    5,   0.0117,    0.1978,    -0.2051,    -19.0575,    0.5791,    36,    1.8576
    5,   1.7012,    1.6828,    1.6587,    -12.4307,    -10.2818,    48,    1.7702
    5,   -1.9567,    1.6263,    -1.0506,    -12.8011,    -9.6155,    40,    1.1040
    5,   -0.5041,    0.0183,    -0.8848,    -17.4182,    -2.3061,    17,    1.1949
    5,   -0.7973,    -1.1389,    0.5603,    -15.3308,    -3.9576,    68,    1.1802
    5,   -2.0123,    1.6263,    -1.0506,    -12.7497,    -9.6855,    40,    1.0700
    5,   -0.7858,    -1.1389,    0.5603,    -15.3407,    -3.8719,    68,    1.0100
    5,   -1.9567,    -0.2016,    -0.8345,    -15.1698,    -4.6074,    40,    1.0193
    5,   -1.9514,    1.6161,    -1.0506,    -12.8255,    -9.3350,    40,    1.0120
    5,   -1.0310,    -1.1237,    0.5603,    -15.1506,    -5.7629,    68,    1.0000
    5,   0.0816,    0.0335,    -0.6910,    -18.5329,    -0.6720,    14,    1.6666
    5,   -0.7858,    -1.1389,    -1.1158,    -14.8522,    -9.2020,    68,    2.5057
    5,   0.0816,    0.0335,    -0.5675,    -18.7503,    -0.0693,    14,    1.2174
    5,   -0.9364,    -1.1747,    -0.6444,    -15.0541,    -7.1848,    40,    1.2019
    5,   0.0816,    0.0335,    -0.8305,    -18.2936,    -1.6440,    14,    1.9720
    5,   -1.0310,    -0.6099,    -0.4488,    -16.4642,    -3.7981,    68,    1.7870
    6,   0.0117,    0.1978,    -0.2051,    -19.0575,    0.5791,    36,    1.8576
    6,   -0.7858,    -1.1389,    -1.1158,    -14.8522,    -9.2020,    68,    2.5057
    6,   0.0816,    0.0335,    -0.5675,    -18.7503,    -0.0693,    14,    1.2174
    6,   -0.9364,    -1.1747,    -0.6444,    -15.0541,    -7.1848,    40,    1.2019
    6,   0.0816,    0.0335,    -0.8305,    -18.2936,    -1.6440,    14,    1.9720
    6,   -1.0310,    -0.6099,    -0.4488,    -16.4642,    -3.7981,    68,    1.7870
    6,   -0.9364,    -1.1747,    -0.6633,    -15.0401,    -7.2850,    40,    1.1001
    6,   -0.9510,    -1.1389,    -1.0760,    -14.7422,    -10.3756,    17,    2.1736
    6,   -0.0809,    0.0335,    -0.6910,    -18.5342,    -0.6783,    14,    1.0063
    6,   -1.0310,    -1.1237,    -0.1903,    -15.3330,    -7.0359,    68,    1.2789
    6,   -0.7858,    -1.1048,    -1.1158,    -14.9298,    -9.1277,    68,    1.0775
    6,   -0.9364,    -1.1002,    -0.6444,    -15.2397,    -7.1071,    40,    1.0712
    6,   0.0117,    0.1978,    -0.9404,    -17.8629,    -2.4026,    36,    1.7586
    6,   -1.0310,    -0.6099,    -0.6741,    -16.2072,    -4.6515,    68,    1.8534
    6,   -1.0310,    -0.6413,    -0.1903,    -16.5916,    -3.7942,    68,    1.1274
    6,   0.0927,    0.3345,    -1.0760,    -17.3115,    -2.9212,    17,    1.5186
    7,   -0.7858,    -1.1389,    -1.1158,    -14.8522,    -9.2020,    68,    2.5057
    7,   0.0816,    0.0335,    -0.5675,    -18.7503,    -0.0693,    14,    1.2174
    7,   0.0816,    0.0335,    -0.8305,    -18.2936,    -1.6440,    14,    1.9720
    7,   -0.9364,    -1.1747,    -0.6633,    -15.0401,    -7.2850,    40,    1.1001
    7,   -0.0809,    0.0335,    -0.6910,    -18.5342,    -0.6783,    14,    1.0063
    7,   -1.0310,    -1.1237,    -0.1903,    -15.3330,    -7.0359,    68,    1.2789
    7,   -0.7858,    -1.1048,    -1.1158,    -14.9298,    -9.1277,    68,    1.0775
    7,   -0.9364,    -1.1002,    -0.6444,    -15.2397,    -7.1071,    40,    1.0712
    7,   -1.0310,    -0.6099,    -0.6741,    -16.2072,    -4.6515,    68,    1.8534
    7,   -0.9510,    -1.1394,    -1.0760,    -14.7410,    -10.3762,    17,    1.0005
    7,   0.0117,    0.1978,    -0.1983,    -19.0667,    0.5758,    36,    1.0092
    7,   -0.8128,    -1.1389,    -1.1158,    -14.8288,    -9.4050,    68,    1.0866
    7,   0.0117,    0.1978,    -1.0704,    -17.6551,    -3.3100,    36,    1.3888
    7,   -0.9510,    -1.1394,    -1.0151,    -14.8015,    -10.0130,    17,    1.0593
    7,   -1.0310,    -0.1014,    -0.6741,    -16.8541,    -4.0452,    68,    1.2625
    7,   -1.0310,    -0.6099,    -1.3089,    -15.3612,    -6.5473,    68,    1.0282
    7,   -1.2362,    -1.1237,    -0.1903,    -15.1215,    -7.1776,    68,    1.0674
    7,   0.0117,    0.1960,    -0.9404,    -17.8669,    -2.4056,    36,    1.0040
    7,   -0.9364,    -1.1747,    -0.7104,    -15.0039,    -7.5603,    40,    1.0741
    8,   -0.7858,    -1.1389,    -1.1158,    -14.8522,    -9.2020,    68,    2.5057
    8,   0.0816,    0.0335,    -0.5675,    -18.7503,    -0.0693,    14,    1.2174
    8,   0.0816,    0.0335,    -0.8305,    -18.2936,    -1.6440,    14,    1.9720
    8,   -0.0809,    0.0335,    -0.6910,    -18.5342,    -0.6783,    14,    1.0063
    8,   -0.7858,    -1.1048,    -1.1158,    -14.9298,    -9.1277,    68,    1.0775
    8,   -0.9364,    -1.1002,    -0.6444,    -15.2397,    -7.1071,    40,    1.0712
    8,   -0.9510,    -1.1394,    -1.0760,    -14.7410,    -10.3762,    17,    1.0005
    8,   -0.8128,    -1.1389,    -1.1158,    -14.8288,    -9.4050,    68,    1.0866
    8,   0.0117,    0.1978,    -1.0704,    -17.6551,    -3.3100,    36,    1.3888
    8,   -0.9510,    -1.1394,    -1.0151,    -14.8015,    -10.0130,    17,    1.0593
    8,   0.0117,    0.1960,    -0.9404,    -17.8669,    -2.4056,    36,    1.0040
    8,   0.1210,    -1.1389,    -1.1158,    -15.2225,    -7.5012,    68,    1.2162
    8,   -1.0988,    0.0335,    -0.6910,    -16.7341,    -4.5830,    14,    1.5269
    8,   -1.0839,    -1.1389,    -1.1158,    -14.5716,    -11.4087,    68,    2.0330
    8,   -0.7858,    -0.1979,    -1.1158,    -16.4758,    -5.0987,    68,    1.4472
    8,   -1.2362,    0.2439,    -1.1603,    -15.6613,    -7.0414,    17,    1.3283
    8,   -1.0310,    -0.0681,    -0.6741,    -16.8658,    -4.0853,    68,    1.0401
    8,   -0.7858,    -0.1979,    -1.1555,    -16.4139,    -5.1479,    68,    1.0492
    8,   -1.0310,    -1.1564,    -0.1903,    -15.2462,    -7.0667,    68,    1.0065
    8,   -0.5298,    -1.1389,    -1.0760,    -15.0884,    -7.6857,    17,    1.1253
    8,   0.0117,    0.1613,    -0.1983,    -19.1832,    0.5170,    36,    1.1165
    9,   0.0816,    0.0335,    -0.5675,    -18.7503,    -0.0693,    14,    1.2174
    9,   0.0816,    0.0335,    -0.8305,    -18.2936,    -1.6440,    14,    1.9720
    9,   -0.7858,    -1.1048,    -1.1158,    -14.9298,    -9.1277,    68,    1.0775
    9,   -0.9364,    -1.1002,    -0.6444,    -15.2397,    -7.1071,    40,    1.0712
    9,   -0.9510,    -1.1394,    -1.0760,    -14.7410,    -10.3762,    17,    1.0005
    9,   -0.8128,    -1.1389,    -1.1158,    -14.8288,    -9.4050,    68,    1.0866
    9,   0.0117,    0.1978,    -1.0704,    -17.6551,    -3.3100,    36,    1.3888
    9,   -0.9510,    -1.1394,    -1.0151,    -14.8015,    -10.0130,    17,    1.0593
    9,   0.1210,    -1.1389,    -1.1158,    -15.2225,    -7.5012,    68,    1.2162
    9,   -1.0988,    0.0335,    -0.6910,    -16.7341,    -4.5830,    14,    1.5269
    9,   -1.0839,    -1.1389,    -1.1158,    -14.5716,    -11.4087,    68,    2.0330
    9,   -0.7858,    -0.1979,    -1.1158,    -16.4758,    -5.0987,    68,    1.4472
    9,   -1.2362,    0.2439,    -1.1603,    -15.6613,    -7.0414,    17,    1.3283
    9,   -1.0310,    -0.0681,    -0.6741,    -16.8658,    -4.0853,    68,    1.0401
    9,   -1.0310,    -1.1564,    -0.1903,    -15.2462,    -7.0667,    68,    1.0065
    9,   -0.5298,    -1.1389,    -1.0760,    -15.0884,    -7.6857,    17,    1.1253
    9,   -0.9571,    -1.1389,    -1.0760,    -14.7364,    -10.4239,    17,    1.0482
    9,   -1.0310,    -0.0207,    -0.1034,    -17.9276,    -3.2199,    68,    1.2726
    9,   0.0117,    0.1978,    0.0618,    -19.2055,    0.4497,    36,    1.0673
    9,   0.0816,    0.0335,    -0.8203,    -18.3108,    -1.5644,    14,    1.0172
    9,   -1.0310,    -0.0681,    -0.9272,    -16.4362,    -5.9426,    68,    1.6877
    9,   -0.0809,    -0.0336,    -0.6910,    -18.5342,    -0.6786,    14,    1.0002
    9,   -0.9571,    -1.1389,    -0.9143,    -14.8936,    -9.2752,    17,    1.0731
    9,   -1.0988,    -1.0904,    -0.6910,    -15.0619,    -8.3906,    14,    1.1322
    10,   0.0816,    0.0335,    -0.5675,    -18.7503,    -0.0693,    14,    1.2174
    10,   0.0816,    0.0335,    -0.8305,    -18.2936,    -1.6440,    14,    1.9720
    10,   -0.7858,    -1.1048,    -1.1158,    -14.9298,    -9.1277,    68,    1.0775
    10,   -0.9510,    -1.1394,    -1.0760,    -14.7410,    -10.3762,    17,    1.0005
    10,   -0.8128,    -1.1389,    -1.1158,    -14.8288,    -9.4050,    68,    1.0866
    10,   0.0117,    0.1978,    -1.0704,    -17.6551,    -3.3100,    36,    1.3888
    10,   -0.9510,    -1.1394,    -1.0151,    -14.8015,    -10.0130,    17,    1.0593
    10,   -1.0988,    0.0335,    -0.6910,    -16.7341,    -4.5830,    14,    1.5269
    10,   -1.0839,    -1.1389,    -1.1158,    -14.5716,    -11.4087,    68,    2.0330
    10,   -0.7858,    -0.1979,    -1.1158,    -16.4758,    -5.0987,    68,    1.4472
    10,   -1.0310,    -0.0681,    -0.6741,    -16.8658,    -4.0853,    68,    1.0401
    10,   -0.9571,    -1.1389,    -1.0760,    -14.7364,    -10.4239,    17,    1.0482
    10,   -1.0310,    -0.0207,    -0.1034,    -17.9276,    -3.2199,    68,    1.2726
    10,   0.0117,    0.1978,    0.0618,    -19.2055,    0.4497,    36,    1.0673
    10,   0.0816,    0.0335,    -0.8203,    -18.3108,    -1.5644,    14,    1.0172
    10,   -1.0310,    -0.0681,    -0.9272,    -16.4362,    -5.9426,    68,    1.6877
    10,   -0.0809,    -0.0336,    -0.6910,    -18.5342,    -0.6786,    14,    1.0002
    10,   -0.9571,    -1.1389,    -0.9143,    -14.8936,    -9.2752,    17,    1.0731
    10,   -1.0988,    -1.0904,    -0.6910,    -15.0619,    -8.3906,    14,    1.1322
    10,   -1.0310,    -0.8501,    -0.9272,    -15.4303,    -8.0619,    68,    1.3762
    10,   -1.0044,    -0.8501,    -0.9272,    -15.4616,    -7.8792,    68,    1.0313
    10,   -0.9718,    0.0335,    -0.6910,    -16.9405,    -3.8034,    14,    1.2064
    10,   -1.0839,    -0.0460,    -1.1158,    -16.0478,    -7.4556,    68,    1.4142
    10,   -1.1743,    0.0335,    -0.6910,    -16.6140,    -4.6665,    14,    1.0835
    11,   0.0816,    0.0335,    -0.5675,    -18.7503,    -0.0693,    14,    1.2174
    11,   0.0816,    0.0335,    -0.8305,    -18.2936,    -1.6440,    14,    1.9720
    11,   -0.9510,    -1.1394,    -1.0760,    -14.7410,    -10.3762,    17,    1.0005
    11,   -0.9510,    -1.1394,    -1.0151,    -14.8015,    -10.0130,    17,    1.0593
    11,   -1.0839,    -1.1389,    -1.1158,    -14.5716,    -11.4087,    68,    2.0330
    11,   -0.7858,    -0.1979,    -1.1158,    -16.4758,    -5.0987,    68,    1.4472
    11,   -1.0310,    -0.0681,    -0.6741,    -16.8658,    -4.0853,    68,    1.0401
    11,   -0.9571,    -1.1389,    -1.0760,    -14.7364,    -10.4239,    17,    1.0482
    11,   -1.0310,    -0.0207,    -0.1034,    -17.9276,    -3.2199,    68,    1.2726
    11,   0.0117,    0.1978,    0.0618,    -19.2055,    0.4497,    36,    1.0673
    11,   0.0816,    0.0335,    -0.8203,    -18.3108,    -1.5644,    14,    1.0172
    11,   -1.0310,    -0.0681,    -0.9272,    -16.4362,    -5.9426,    68,    1.6877
    11,   -0.0809,    -0.0336,    -0.6910,    -18.5342,    -0.6786,    14,    1.0002
    11,   -1.0988,    -1.0904,    -0.6910,    -15.0619,    -8.3906,    14,    1.1322
    11,   -1.0310,    -0.8501,    -0.9272,    -15.4303,    -8.0619,    68,    1.3762
    11,   -1.0044,    -0.8501,    -0.9272,    -15.4616,    -7.8792,    68,    1.0313
    11,   -0.9718,    0.0335,    -0.6910,    -16.9405,    -3.8034,    14,    1.2064
    11,   -1.0839,    -0.0460,    -1.1158,    -16.0478,    -7.4556,    68,    1.4142
    11,   -1.1743,    0.0335,    -0.6910,    -16.6140,    -4.6665,    14,    1.0835
    11,   -0.5909,    -0.0207,    -0.1034,    -18.6759,    -0.1658,    68,    1.1417
    11,   0.0117,    0.1978,    -0.8618,    -17.9906,    -1.7576,    36,    1.0630
    11,   -1.0107,    -0.8501,    -0.9272,    -15.4542,    -7.9242,    68,    1.0000
    11,   -0.9571,    -1.1389,    -1.0973,    -14.7150,    -10.5138,    17,    1.1381
    11,   0.0816,    0.0335,    -0.7819,    -18.3761,    -1.2751,    14,    1.0653
    11,   0.0117,    0.1978,    -1.0704,    -17.6551,    -3.3100,    36,    1.0000
    11,   -0.9571,    -0.9984,    -1.0973,    -15.0162,    -9.8410,    17,    1.2740
    11,   -1.0988,    0.0335,    -0.6638,    -16.7816,    -4.4283,    14,    1.0474
    11,   -1.0310,    -0.0207,    -0.7494,    -16.7439,    -4.6261,    68,    1.0431
    12,   0.0816,    0.0335,    -0.5675,    -18.7503,    -0.0693,    14,    1.2174
    12,   -0.9510,    -1.1394,    -1.0760,    -14.7410,    -10.3762,    17,    1.0005
    12,   -0.9510,    -1.1394,    -1.0151,    -14.8015,    -10.0130,    17,    1.0593
    12,   -1.0839,    -1.1389,    -1.1158,    -14.5716,    -11.4087,    68,    2.0330
    12,   -0.7858,    -0.1979,    -1.1158,    -16.4758,    -5.0987,    68,    1.4472
    12,   -1.0310,    -0.0681,    -0.6741,    -16.8658,    -4.0853,    68,    1.0401
    12,   -0.9571,    -1.1389,    -1.0760,    -14.7364,    -10.4239,    17,    1.0482
    12,   0.0117,    0.1978,    0.0618,    -19.2055,    0.4497,    36,    1.0673
    12,   0.0816,    0.0335,    -0.8203,    -18.3108,    -1.5644,    14,    1.0172
    12,   -1.0310,    -0.0681,    -0.9272,    -16.4362,    -5.9426,    68,    1.6877
    12,   -0.0809,    -0.0336,    -0.6910,    -18.5342,    -0.6786,    14,    1.0002
    12,   -1.0310,    -0.8501,    -0.9272,    -15.4303,    -8.0619,    68,    1.3762
    12,   -1.0044,    -0.8501,    -0.9272,    -15.4616,    -7.8792,    68,    1.0313
    12,   -1.0839,    -0.0460,    -1.1158,    -16.0478,    -7.4556,    68,    1.4142
    12,   -1.1743,    0.0335,    -0.6910,    -16.6140,    -4.6665,    14,    1.0835
    12,   -0.5909,    -0.0207,    -0.1034,    -18.6759,    -0.1658,    68,    1.1417
    12,   -1.0107,    -0.8501,    -0.9272,    -15.4542,    -7.9242,    68,    1.0000
    12,   -0.9571,    -1.1389,    -1.0973,    -14.7150,    -10.5138,    17,    1.1381
    12,   0.0816,    0.0335,    -0.7819,    -18.3761,    -1.2751,    14,    1.0653
    12,   0.0117,    0.1978,    -1.0704,    -17.6551,    -3.3100,    36,    1.0000
    12,   -0.9571,    -0.9984,    -1.0973,    -15.0162,    -9.8410,    17,    1.2740
    12,   -1.0988,    0.0335,    -0.6638,    -16.7816,    -4.4283,    14,    1.0474
    12,   -1.0310,    -0.0207,    -0.7494,    -16.7439,    -4.6261,    68,    1.0431
    12,   -1.0310,    -0.8501,    -1.1088,    -15.2167,    -9.2330,    68,    1.2006
    12,   -1.0839,    -0.5782,    -1.1158,    -15.5991,    -7.8557,    68,    1.0000
    12,   -1.0839,    -0.7999,    -1.1158,    -15.2371,    -9.1525,    68,    1.0204
    12,   -0.9732,    0.3025,    -1.0760,    -16.1528,    -6.1602,    17,    1.1051
    12,   0.0816,    0.0335,    -0.8305,    -18.2936,    -1.6440,    14,    1.0000
    12,   -1.0702,    -0.5782,    -1.1158,    -15.6180,    -7.7910,    68,    1.0190
    12,   -0.9718,    0.0335,    -0.6910,    -16.9405,    -3.8034,    14,    1.0000
    12,   -0.9718,    0.0335,    -0.6093,    -17.0838,    -3.3761,    14,    1.0661
    12,   -0.8998,    -0.1979,    -1.1158,    -16.2891,    -6.0015,    68,    1.0588
    12,   -1.0310,    -0.0207,    -0.0644,    -18.0018,    -3.2670,    68,    1.0742
    13,   0.0816,    0.0335,    -0.5675,    -18.7503,    -0.0693,    14,    1.2174
    13,   -1.0839,    -1.1389,    -1.1158,    -14.5716,    -11.4087,    68,    2.0330
    13,   -1.0310,    -0.0681,    -0.6741,    -16.8658,    -4.0853,    68,    1.0401
    13,   0.0117,    0.1978,    0.0618,    -19.2055,    0.4497,    36,    1.0673
    13,   0.0816,    0.0335,    -0.8203,    -18.3108,    -1.5644,    14,    1.0172
    13,   -1.0310,    -0.0681,    -0.9272,    -16.4362,    -5.9426,    68,    1.6877
    13,   -0.0809,    -0.0336,    -0.6910,    -18.5342,    -0.6786,    14,    1.0002
    13,   -1.0310,    -0.8501,    -0.9272,    -15.4303,    -8.0619,    68,    1.3762
    13,   -1.0044,    -0.8501,    -0.9272,    -15.4616,    -7.8792,    68,    1.0313
    13,   -1.0839,    -0.0460,    -1.1158,    -16.0478,    -7.4556,    68,    1.4142
    13,   -1.1743,    0.0335,    -0.6910,    -16.6140,    -4.6665,    14,    1.0835
    13,   -0.5909,    -0.0207,    -0.1034,    -18.6759,    -0.1658,    68,    1.1417
    13,   -1.0107,    -0.8501,    -0.9272,    -15.4542,    -7.9242,    68,    1.0000
    13,   0.0816,    0.0335,    -0.7819,    -18.3761,    -1.2751,    14,    1.0653
    13,   0.0117,    0.1978,    -1.0704,    -17.6551,    -3.3100,    36,    1.0000
    13,   -0.9571,    -0.9984,    -1.0973,    -15.0162,    -9.8410,    17,    1.2740
    13,   -1.0988,    0.0335,    -0.6638,    -16.7816,    -4.4283,    14,    1.0474
    13,   -1.0310,    -0.0207,    -0.7494,    -16.7439,    -4.6261,    68,    1.0431
    13,   -1.0310,    -0.8501,    -1.1088,    -15.2167,    -9.2330,    68,    1.2006
    13,   -1.0839,    -0.5782,    -1.1158,    -15.5991,    -7.8557,    68,    1.0000
    13,   -1.0839,    -0.7999,    -1.1158,    -15.2371,    -9.1525,    68,    1.0204
    13,   0.0816,    0.0335,    -0.8305,    -18.2936,    -1.6440,    14,    1.0000
    13,   -1.0702,    -0.5782,    -1.1158,    -15.6180,    -7.7910,    68,    1.0190
    13,   -0.9718,    0.0335,    -0.6910,    -16.9405,    -3.8034,    14,    1.0000
    13,   -1.0310,    -0.0207,    -0.0644,    -18.0018,    -3.2670,    68,    1.0742
    13,   -1.0310,    -0.0681,    -0.8400,    -16.5820,    -5.2301,    68,    1.1313
    13,   -1.0310,    -0.0681,    -0.9023,    -16.4777,    -5.7373,    68,    1.0414
    13,   -1.0107,    -0.8501,    -1.0323,    -15.3318,    -8.7192,    68,    1.0947
    13,   -0.0809,    0.0335,    -0.4719,    -18.9236,    0.2214,    14,    1.2283
    13,   -1.1280,    -0.0460,    -1.1158,    -15.9771,    -7.5947,    68,    1.1324
    13,   -1.1743,    0.0335,    -0.3743,    -17.1820,    -3.5972,    14,    1.2212
    13,   -1.0839,    -0.0460,    -1.1201,    -16.0410,    -7.4661,    68,    1.0104
    13,   -1.0810,    -1.1389,    -1.1158,    -14.5745,    -11.3959,    68,    1.0029
    13,   -1.0310,    -0.0681,    -0.9765,    -16.3550,    -6.3377,    68,    1.2021
    13,   -0.9133,    -1.0997,    -1.0760,    -14.8647,    -9.9758,    17,    1.0769
    13,   -1.0310,    -0.0681,    -1.0290,    -16.2693,    -6.7163,    68,    1.1808
    13,   -0.8858,    -0.0681,    -0.8400,    -16.8210,    -4.1025,    68,    1.0395
    13,   -1.0839,    -1.0210,    -1.1158,    -14.8142,    -10.8957,    68,    1.2397
    13,   -1.0310,    -0.0681,    -1.0417,    -16.2488,    -6.7967,    68,    1.0804
    13,   -1.0310,    -0.0681,    -0.6415,    -16.9226,    -3.9109,    68,    1.1015
    14,   0.0816,    0.0335,    -0.5675,    -18.7503,    -0.0693,    14,    1.2174
    14,   -1.0839,    -1.1389,    -1.1158,    -14.5716,    -11.4087,    68,    2.0330
    14,   -1.0310,    -0.0681,    -0.6741,    -16.8658,    -4.0853,    68,    1.0401
    14,   0.0816,    0.0335,    -0.8203,    -18.3108,    -1.5644,    14,    1.0172
    14,   -1.0310,    -0.0681,    -0.9272,    -16.4362,    -5.9426,    68,    1.6877
    14,   -0.0809,    -0.0336,    -0.6910,    -18.5342,    -0.6786,    14,    1.0002
    14,   -1.0310,    -0.8501,    -0.9272,    -15.4303,    -8.0619,    68,    1.3762
    14,   -1.0044,    -0.8501,    -0.9272,    -15.4616,    -7.8792,    68,    1.0313
    14,   -1.0839,    -0.0460,    -1.1158,    -16.0478,    -7.4556,    68,    1.4142
    14,   -1.1743,    0.0335,    -0.6910,    -16.6140,    -4.6665,    14,    1.0835
    14,   -0.5909,    -0.0207,    -0.1034,    -18.6759,    -0.1658,    68,    1.1417
    14,   0.0816,    0.0335,    -0.7819,    -18.3761,    -1.2751,    14,    1.0653
    14,   0.0117,    0.1978,    -1.0704,    -17.6551,    -3.3100,    36,    1.0000
    14,   -0.9571,    -0.9984,    -1.0973,    -15.0162,    -9.8410,    17,    1.2740
    14,   -1.0988,    0.0335,    -0.6638,    -16.7816,    -4.4283,    14,    1.0474
    14,   -1.0310,    -0.0207,    -0.7494,    -16.7439,    -4.6261,    68,    1.0431
    14,   -1.0310,    -0.8501,    -1.1088,    -15.2167,    -9.2330,    68,    1.2006
    14,   -1.0839,    -0.5782,    -1.1158,    -15.5991,    -7.8557,    68,    1.0000
    14,   -1.0839,    -0.7999,    -1.1158,    -15.2371,    -9.1525,    68,    1.0204
    14,   0.0816,    0.0335,    -0.8305,    -18.2936,    -1.6440,    14,    1.0000
    14,   -1.0702,    -0.5782,    -1.1158,    -15.6180,    -7.7910,    68,    1.0190
    14,   -1.0310,    -0.0207,    -0.0644,    -18.0018,    -3.2670,    68,    1.0742
    14,   -1.0310,    -0.0681,    -0.8400,    -16.5820,    -5.2301,    68,    1.1313
    14,   -1.0310,    -0.0681,    -0.9023,    -16.4777,    -5.7373,    68,    1.0414
    14,   -1.0107,    -0.8501,    -1.0323,    -15.3318,    -8.7192,    68,    1.0947
    14,   -0.0809,    0.0335,    -0.4719,    -18.9236,    0.2214,    14,    1.2283
    14,   -1.1280,    -0.0460,    -1.1158,    -15.9771,    -7.5947,    68,    1.1324
    14,   -1.1743,    0.0335,    -0.3743,    -17.1820,    -3.5972,    14,    1.2212
    14,   -1.0839,    -0.0460,    -1.1201,    -16.0410,    -7.4661,    68,    1.0104
