Iteration,X1,X2,Y1,ID, Fitness
    1,   4.8709,    0.5573,    11.8365,    9,    0.0779
    1,   -3.8714,    -1.9843,    9.5847,    10,    0.0945
    1,   -0.0538,    2.8733,    7.1238,    11,    0.1231
    1,   -1.9362,    -3.0437,    8.1459,    12,    0.1093
    1,   -0.1512,    1.3948,    5.4162,    13,    0.1559
    1,   -2.3595,    -1.9627,    8.5766,    14,    0.1044
    1,   -0.6042,    4.0325,    10.3853,    15,    0.0878
    1,   2.0036,    -1.1433,    6.0366,    16,    0.1421
    1,   -2.4506,    2.3393,    9.8556,    17,    0.0921
    1,   -4.1766,    -2.7728,    11.5339,    18,    0.0798
    1,   -1.6920,    3.9595,    10.4822,    19,    0.0871
    1,   1.4689,    2.0165,    7.6572,    20,    0.1155
    1,   4.2260,    0.9334,    10.1713,    21,    0.0895
    1,   -0.4682,    -0.6487,    4.4026,    22,    0.1851
    1,   -0.2282,    -0.0733,    1.7091,    23,    0.3691
    1,   0.5642,    4.7808,    11.8990,    24,    0.0775
    1,   -3.0767,    -2.2084,    9.2396,    25,    0.0977
    1,   -2.8791,    -3.9683,    10.3742,    26,    0.0879
    1,   -1.9351,    -2.7487,    8.7096,    27,    0.1030
    1,   -4.0302,    0.6071,    10.3744,    28,    0.0879
    1,   1.0378,    1.2254,    5.0252,    29,    0.1660
    1,   2.3392,    2.0537,    8.6116,    30,    0.1040
    1,   3.0071,    4.9278,    11.2949,    31,    0.0813
    1,   0.8934,    -3.8090,    9.4436,    32,    0.0958
    1,   4.4712,    1.2646,    11.7674,    33,    0.0783
    1,   1.9738,    3.0531,    8.1315,    34,    0.1095
    1,   2.1819,    3.1897,    9.6584,    35,    0.0938
    1,   4.7031,    -1.8496,    11.7725,    36,    0.0783
    1,   4.0884,    -0.8878,    9.4121,    37,    0.0960
    1,   -1.2103,    -2.4141,    8.3305,    38,    0.1072
    1,   0.2583,    3.7124,    10.0356,    39,    0.0906
    1,   2.1845,    0.1932,    6.5969,    40,    0.1316
    1,   1.2511,    -2.1403,    7.2631,    41,    0.1210
    1,   -3.8860,    2.6813,    11.2777,    42,    0.0814
    1,   -1.0489,    1.1584,    4.5696,    43,    0.1795
    1,   -4.2082,    3.0684,    11.3490,    44,    0.0810
    1,   4.9917,    0.2163,    11.0215,    45,    0.0832
    1,   1.1894,    2.0827,    6.6126,    46,    0.1314
    1,   1.0926,    -3.0051,    7.4909,    47,    0.1178
    1,   -3.2118,    -2.4914,    10.7788,    48,    0.0849
    1,   -4.9599,    -1.6592,    11.9337,    49,    0.0773
    1,   -0.1198,    3.5072,    9.6684,    50,    0.0937
    1,   -0.4260,    -3.9579,    10.2917,    51,    0.0886
    1,   -2.4011,    -1.2664,    8.4618,    52,    0.1057
    1,   -0.8346,    3.6528,    9.9776,    53,    0.0911
    1,   -2.6862,    0.4095,    8.5595,    54,    0.1046
    1,   1.4016,    1.4369,    7.2416,    55,    0.1213
    1,   2.7473,    2.7210,    10.2371,    56,    0.0890
    1,   4.0408,    -2.8540,    10.5847,    57,    0.0863
    1,   -4.1973,    0.1474,    10.0866,    58,    0.0902
    1,   3.8138,    3.2121,    11.4701,    59,    0.0802
    1,   -4.0638,    -3.0154,    10.3342,    60,    0.0882
    1,   0.4729,    -2.7156,    8.6259,    61,    0.1039
    1,   -0.4696,    -3.0344,    8.7656,    62,    0.1024
    1,   -2.9998,    -3.4564,    11.2296,    63,    0.0818
    1,   2.9680,    -0.1967,    7.6626,    64,    0.1154
    1,   0.1028,    -0.5085,    3.2283,    65,    0.2365
    1,   -2.4542,    -3.0825,    10.3065,    66,    0.0884
    1,   -1.1678,    3.6773,    10.1020,    67,    0.0901
    1,   -4.3808,    0.2090,    11.1743,    68,    0.0821
    1,   -4.7953,    2.2269,    12.0125,    69,    0.0768
    1,   -1.4841,    -3.3979,    10.4725,    70,    0.0872
    1,   2.0580,    -3.1609,    8.9060,    71,    0.1009
    1,   1.3169,    2.4678,    8.7530,    72,    0.1025
    1,   -0.1326,    3.8640,    9.1982,    73,    0.0981
    1,   -4.3526,    3.1593,    12.4010,    74,    0.0746
    1,   3.6125,    -1.1380,    10.0674,    75,    0.0904
    1,   2.0078,    0.4315,    6.7134,    76,    0.1296
    1,   -2.5954,    -2.1044,    9.2663,    77,    0.0974
    1,   -1.9657,    -2.7104,    8.8209,    78,    0.1018
    1,   1.5117,    -4.3667,    11.8794,    79,    0.0776
    1,   -3.2666,    -2.3782,    10.7622,    80,    0.0850
    1,   4.5663,    3.3552,    13.2781,    81,    0.0700
    1,   -1.1501,    -1.0298,    4.4488,    82,    0.1835
    1,   0.8382,    3.4314,    9.7560,    83,    0.0930
    1,   -2.8427,    2.8396,    9.6683,    84,    0.0937
    1,   -3.4732,    0.5937,    10.1642,    85,    0.0896
    1,   -0.1135,    -3.5666,    9.7195,    86,    0.0933
    1,   -0.3038,    4.3341,    11.2412,    87,    0.0817
    1,   -0.0735,    -1.3662,    5.1158,    88,    0.1635
    1,   -2.3223,    -2.0773,    8.5963,    89,    0.1042
    1,   2.0982,    -1.8638,    7.1836,    90,    0.1222
    1,   -4.5435,    1.0109,    11.3457,    91,    0.0810
    1,   -3.9392,    -3.7592,    11.8215,    92,    0.0780
    1,   -0.9929,    -4.2822,    10.4869,    93,    0.0871
    1,   -3.5062,    4.9813,    13.2705,    94,    0.0701
    1,   0.6430,    3.3296,    9.7612,    95,    0.0929
    1,   2.9368,    -2.6103,    10.1650,    96,    0.0896
    1,   0.6471,    -4.1058,    10.5110,    97,    0.0869
    1,   -2.7597,    1.3027,    8.8524,    98,    0.1015
    1,   2.9892,    0.6365,    8.5494,    99,    0.1047
    1,   0.7695,    1.4360,    6.1630,    100,    0.1396
    2,   -2.4150,    4.2226,    11.9577,    1,    0.0772
    2,   2.6650,    1.6646,    9.2933,    2,    0.0972
    2,   1.6122,    -1.4600,    7.5930,    3,    0.1164
    2,   -2.0349,    1.3662,    7.4097,    4,    0.1189
    2,   2.3105,    3.7854,    11.1090,    5,    0.0826
    2,   2.2641,    3.2817,    10.4712,    6,    0.0872
    2,   0.4836,    3.0053,    8.7120,    7,    0.1030
    2,   -2.4580,    1.3193,    8.7384,    8,    0.1027
    2,   0.4696,    2.3391,    7.9765,    9,    0.1114
    2,   -3.8714,    -1.9843,    9.5847,    10,    0.0945
    2,   -0.0538,    2.8733,    7.1238,    11,    0.1231
    2,   -1.9362,    -3.0437,    8.1459,    12,    0.1093
    2,   -0.1512,    1.3948,    5.4162,    13,    0.1559
    2,   -2.3595,    -1.9627,    8.5766,    14,    0.1044
    2,   -0.6042,    4.0325,    10.3853,    15,    0.0878
    2,   2.0036,    -1.1433,    6.0366,    16,    0.1421
    2,   -2.4506,    2.3393,    9.8556,    17,    0.0921
    2,   1.0555,    0.8837,    3.9347,    18,    0.2026
    2,   -1.6920,    3.9595,    10.4822,    19,    0.0871
    2,   1.4689,    2.0165,    7.6572,    20,    0.1155
    2,   4.2260,    0.9334,    10.1713,    21,    0.0895
    2,   -0.4682,    -0.6487,    4.4026,    22,    0.1851
    2,   -0.2282,    -0.0733,    1.7091,    23,    0.3691
    2,   4.2562,    -2.2778,    11.7139,    24,    0.0787
    2,   -3.0767,    -2.2084,    9.2396,    25,    0.0977
    2,   -2.8791,    -3.9683,    10.3742,    26,    0.0879
    2,   -1.9351,    -2.7487,    8.7096,    27,    0.1030
    2,   -4.0302,    0.6071,    10.3744,    28,    0.0879
    2,   1.0378,    1.2254,    5.0252,    29,    0.1660
    2,   2.3392,    2.0537,    8.6116,    30,    0.1040
    2,   1.7357,    0.5708,    6.6637,    31,    0.1305
    2,   0.8934,    -3.8090,    9.4436,    32,    0.0958
    2,   -3.8939,    1.4444,    10.6762,    33,    0.0856
    2,   1.9738,    3.0531,    8.1315,    34,    0.1095
    2,   2.1819,    3.1897,    9.6584,    35,    0.0938
    2,   -1.0252,    2.9614,    7.2165,    36,    0.1217
    2,   4.0884,    -0.8878,    9.4121,    37,    0.0960
    2,   -1.2103,    -2.4141,    8.3305,    38,    0.1072
    2,   0.2583,    3.7124,    10.0356,    39,    0.0906
    2,   2.1845,    0.1932,    6.5969,    40,    0.1316
    2,   1.2511,    -2.1403,    7.2631,    41,    0.1210
    2,   2.2449,    0.2076,    7.0193,    42,    0.1247
    2,   -1.0489,    1.1584,    4.5696,    43,    0.1795
    2,   -4.2082,    3.0684,    11.3490,    44,    0.0810
    2,   0.2392,    -2.1580,    6.6466,    45,    0.1308
    2,   1.1894,    2.0827,    6.6126,    46,    0.1314
    2,   1.0926,    -3.0051,    7.4909,    47,    0.1178
    2,   -2.2175,    0.4857,    7.5378,    48,    0.1171
    2,   2.0924,    -3.1648,    9.0625,    49,    0.0994
    2,   -0.1198,    3.5072,    9.6684,    50,    0.0937
    2,   -0.4260,    -3.9579,    10.2917,    51,    0.0886
    2,   -2.4011,    -1.2664,    8.4618,    52,    0.1057
    2,   -0.8346,    3.6528,    9.9776,    53,    0.0911
    2,   -2.6862,    0.4095,    8.5595,    54,    0.1046
    2,   1.4016,    1.4369,    7.2416,    55,    0.1213
    2,   2.7473,    2.7210,    10.2371,    56,    0.0890
    2,   -1.4514,    -4.3961,    11.9093,    57,    0.0775
    2,   -4.1973,    0.1474,    10.0866,    58,    0.0902
    2,   3.2087,    1.5643,    9.9283,    59,    0.0915
    2,   -4.0638,    -3.0154,    10.3342,    60,    0.0882
    2,   0.4729,    -2.7156,    8.6259,    61,    0.1039
    2,   -0.4696,    -3.0344,    8.7656,    62,    0.1024
    2,   -4.0747,    1.2108,    9.9901,    63,    0.0910
    2,   2.9680,    -0.1967,    7.6626,    64,    0.1154
    2,   0.1028,    -0.5085,    3.2283,    65,    0.2365
    2,   -2.4542,    -3.0825,    10.3065,    66,    0.0884
    2,   -1.1678,    3.6773,    10.1020,    67,    0.0901
    2,   1.0620,    -3.2330,    8.6832,    68,    0.1033
    2,   -4.8637,    1.3832,    11.9784,    69,    0.0771
    2,   -1.4841,    -3.3979,    10.4725,    70,    0.0872
    2,   2.0580,    -3.1609,    8.9060,    71,    0.1009
    2,   1.3169,    2.4678,    8.7530,    72,    0.1025
    2,   -0.1326,    3.8640,    9.1982,    73,    0.0981
    2,   4.0032,    3.2533,    11.4437,    74,    0.0804
    2,   3.6125,    -1.1380,    10.0674,    75,    0.0904
    2,   2.0078,    0.4315,    6.7134,    76,    0.1296
    2,   -2.5954,    -2.1044,    9.2663,    77,    0.0974
    2,   -1.9657,    -2.7104,    8.8209,    78,    0.1018
    2,   1.0838,    0.0306,    3.0445,    79,    0.2472
    2,   4.6588,    -0.1799,    11.4307,    80,    0.0804
    2,   -4.3047,    2.1949,    11.6188,    81,    0.0792
    2,   -1.1501,    -1.0298,    4.4488,    82,    0.1835
    2,   0.8382,    3.4314,    9.7560,    83,    0.0930
    2,   -2.8427,    2.8396,    9.6683,    84,    0.0937
    2,   -3.4732,    0.5937,    10.1642,    85,    0.0896
    2,   -0.1135,    -3.5666,    9.7195,    86,    0.0933
    2,   0.8756,    -1.9540,    5.6407,    87,    0.1506
    2,   -0.0735,    -1.3662,    5.1158,    88,    0.1635
    2,   -2.3223,    -2.0773,    8.5963,    89,    0.1042
    2,   2.0982,    -1.8638,    7.1836,    90,    0.1222
    2,   -3.3650,    -0.8300,    9.5532,    91,    0.0948
    2,   -3.9392,    -3.7592,    11.8215,    92,    0.0780
    2,   -0.9929,    -4.2822,    10.4869,    93,    0.0871
    2,   3.6329,    -1.7594,    10.6811,    94,    0.0856
    2,   0.6430,    3.3296,    9.7612,    95,    0.0929
    2,   2.9368,    -2.6103,    10.1650,    96,    0.0896
    2,   0.6471,    -4.1058,    10.5110,    97,    0.0869
    2,   -2.7597,    1.3027,    8.8524,    98,    0.1015
    2,   2.9892,    0.6365,    8.5494,    99,    0.1047
    2,   0.7695,    1.4360,    6.1630,    100,    0.1396
    3,   4.5726,    -2.6302,    12.7797,    1,    0.0726
    3,   2.6650,    1.6646,    9.2933,    2,    0.0972
    3,   1.6122,    -1.4600,    7.5930,    3,    0.1164
    3,   -2.0349,    1.3662,    7.4097,    4,    0.1189
    3,   1.3781,    0.7993,    5.9405,    5,    0.1441
    3,   -3.9540,    1.2313,    9.8713,    6,    0.0920
    3,   0.4836,    3.0053,    8.7120,    7,    0.1030
    3,   -2.4580,    1.3193,    8.7384,    8,    0.1027
    3,   0.4696,    2.3391,    7.9765,    9,    0.1114
    3,   -3.8714,    -1.9843,    9.5847,    10,    0.0945
    3,   -0.0538,    2.8733,    7.1238,    11,    0.1231
    3,   -1.9362,    -3.0437,    8.1459,    12,    0.1093
    3,   -0.1512,    1.3948,    5.4162,    13,    0.1559
    3,   -2.3595,    -1.9627,    8.5766,    14,    0.1044
    3,   4.4971,    -1.6808,    12.0840,    15,    0.0764
    3,   2.0036,    -1.1433,    6.0366,    16,    0.1421
    3,   -2.4506,    2.3393,    9.8556,    17,    0.0921
    3,   1.0555,    0.8837,    3.9347,    18,    0.2026
    3,   3.0798,    0.5747,    8.8844,    19,    0.1012
    3,   1.4689,    2.0165,    7.6572,    20,    0.1155
    3,   -4.5984,    2.3164,    12.5191,    21,    0.0740
    3,   -0.4682,    -0.6487,    4.4026,    22,    0.1851
    3,   -0.2282,    -0.0733,    1.7091,    23,    0.3691
    3,   1.5636,    -2.5284,    9.1972,    24,    0.0981
    3,   -3.0767,    -2.2084,    9.2396,    25,    0.0977
    3,   -2.8791,    -3.9683,    10.3742,    26,    0.0879
    3,   -1.9351,    -2.7487,    8.7096,    27,    0.1030
    3,   -4.0302,    0.6071,    10.3744,    28,    0.0879
    3,   1.0378,    1.2254,    5.0252,    29,    0.1660
    3,   2.3392,    2.0537,    8.6116,    30,    0.1040
    3,   1.7357,    0.5708,    6.6637,    31,    0.1305
    3,   0.8934,    -3.8090,    9.4436,    32,    0.0958
    3,   0.0796,    -4.1846,    9.7591,    33,    0.0929
    3,   1.9738,    3.0531,    8.1315,    34,    0.1095
    3,   2.1819,    3.1897,    9.6584,    35,    0.0938
    3,   -1.0252,    2.9614,    7.2165,    36,    0.1217
    3,   4.0884,    -0.8878,    9.4121,    37,    0.0960
    3,   -1.2103,    -2.4141,    8.3305,    38,    0.1072
    3,   0.2583,    3.7124,    10.0356,    39,    0.0906
    3,   2.1845,    0.1932,    6.5969,    40,    0.1316
    3,   1.2511,    -2.1403,    7.2631,    41,    0.1210
    3,   2.2449,    0.2076,    7.0193,    42,    0.1247
    3,   -1.0489,    1.1584,    4.5696,    43,    0.1795
    3,   -4.2082,    3.0684,    11.3490,    44,    0.0810
    3,   0.2392,    -2.1580,    6.6466,    45,    0.1308
    3,   1.1894,    2.0827,    6.6126,    46,    0.1314
    3,   1.0926,    -3.0051,    7.4909,    47,    0.1178
    3,   -2.2175,    0.4857,    7.5378,    48,    0.1171
    3,   2.0924,    -3.1648,    9.0625,    49,    0.0994
    3,   -0.1198,    3.5072,    9.6684,    50,    0.0937
    3,   -1.1242,    1.6242,    6.5929,    51,    0.1317
    3,   -2.4011,    -1.2664,    8.4618,    52,    0.1057
    3,   -0.8346,    3.6528,    9.9776,    53,    0.0911
    3,   -2.6862,    0.4095,    8.5595,    54,    0.1046
    3,   1.4016,    1.4369,    7.2416,    55,    0.1213
    3,   -4.3951,    1.8016,    11.7123,    56,    0.0787
    3,   3.1443,    4.7584,    12.3935,    57,    0.0747
    3,   -4.1973,    0.1474,    10.0866,    58,    0.0902
    3,   3.2087,    1.5643,    9.9283,    59,    0.0915
    3,   -1.7450,    -3.0961,    9.1336,    60,    0.0987
    3,   0.4729,    -2.7156,    8.6259,    61,    0.1039
    3,   -0.4696,    -3.0344,    8.7656,    62,    0.1024
    3,   -4.0747,    1.2108,    9.9901,    63,    0.0910
    3,   2.9680,    -0.1967,    7.6626,    64,    0.1154
    3,   0.1028,    -0.5085,    3.2283,    65,    0.2365
    3,   2.8471,    -2.3150,    9.7232,    66,    0.0933
    3,   -1.1678,    3.6773,    10.1020,    67,    0.0901
    3,   1.0620,    -3.2330,    8.6832,    68,    0.1033
    3,   -3.3511,    2.0379,    10.0246,    69,    0.0907
    3,   1.7821,    1.1295,    6.3198,    70,    0.1366
    3,   2.0580,    -3.1609,    8.9060,    71,    0.1009
    3,   1.3169,    2.4678,    8.7530,    72,    0.1025
    3,   -0.1326,    3.8640,    9.1982,    73,    0.0981
    3,   4.8644,    -0.4320,    11.8113,    74,    0.0781
    3,   3.6125,    -1.1380,    10.0674,    75,    0.0904
    3,   2.0078,    0.4315,    6.7134,    76,    0.1296
    3,   -2.5954,    -2.1044,    9.2663,    77,    0.0974
    3,   -1.9657,    -2.7104,    8.8209,    78,    0.1018
    3,   1.0838,    0.0306,    3.0445,    79,    0.2472
    3,   -2.9776,    1.9300,    8.0304,    80,    0.1107
    3,   1.2812,    1.8880,    6.9058,    81,    0.1265
    3,   -1.1501,    -1.0298,    4.4488,    82,    0.1835
    3,   0.8382,    3.4314,    9.7560,    83,    0.0930
    3,   -2.8427,    2.8396,    9.6683,    84,    0.0937
    3,   1.2569,    0.7050,    5.5547,    85,    0.1526
    3,   -0.1135,    -3.5666,    9.7195,    86,    0.0933
    3,   0.8756,    -1.9540,    5.6407,    87,    0.1506
    3,   -0.0735,    -1.3662,    5.1158,    88,    0.1635
    3,   -2.3223,    -2.0773,    8.5963,    89,    0.1042
    3,   2.0982,    -1.8638,    7.1836,    90,    0.1222
    3,   -3.3650,    -0.8300,    9.5532,    91,    0.0948
    3,   -3.9392,    -3.7592,    11.8215,    92,    0.0780
    3,   1.3917,    1.8782,    7.3759,    93,    0.1194
    3,   4.4343,    -2.3660,    12.4398,    94,    0.0744
    3,   0.6430,    3.3296,    9.7612,    95,    0.0929
    3,   0.2812,    -0.8392,    3.8878,    96,    0.2046
    3,   -1.2344,    -1.3011,    6.3018,    97,    0.1370
    3,   -2.7597,    1.3027,    8.8524,    98,    0.1015
    3,   2.9892,    0.6365,    8.5494,    99,    0.1047
    3,   0.7695,    1.4360,    6.1630,    100,    0.1396
    4,   1.1718,    -0.7287,    5.0798,    1,    0.1645
    4,   2.6650,    1.6646,    9.2933,    2,    0.0972
    4,   1.6122,    -1.4600,    7.5930,    3,    0.1164
    4,   -2.0349,    1.3662,    7.4097,    4,    0.1189
    4,   1.3781,    0.7993,    5.9405,    5,    0.1441
    4,   -2.6080,    -4.3770,    12.5148,    6,    0.0740
    4,   0.4836,    3.0053,    8.7120,    7,    0.1030
    4,   -2.4580,    1.3193,    8.7384,    8,    0.1027
    4,   0.4696,    2.3391,    7.9765,    9,    0.1114
    4,   -3.8714,    -1.9843,    9.5847,    10,    0.0945
    4,   -0.0538,    2.8733,    7.1238,    11,    0.1231
    4,   -1.9362,    -3.0437,    8.1459,    12,    0.1093
    4,   -0.1512,    1.3948,    5.4162,    13,    0.1559
    4,   -2.3595,    -1.9627,    8.5766,    14,    0.1044
    4,   -2.9924,    2.7579,    9.7806,    15,    0.0928
    4,   2.0036,    -1.1433,    6.0366,    16,    0.1421
    4,   -0.8799,    -3.0139,    7.5205,    17,    0.1174
    4,   1.0555,    0.8837,    3.9347,    18,    0.2026
    4,   3.0798,    0.5747,    8.8844,    19,    0.1012
    4,   1.4689,    2.0165,    7.6572,    20,    0.1155
    4,   3.1993,    -1.8030,    9.4429,    21,    0.0958
    4,   -0.4682,    -0.6487,    4.4026,    22,    0.1851
    4,   -0.2282,    -0.0733,    1.7091,    23,    0.3691
    4,   1.5636,    -2.5284,    9.1972,    24,    0.0981
    4,   -3.0767,    -2.2084,    9.2396,    25,    0.0977
    4,   -2.8791,    -3.9683,    10.3742,    26,    0.0879
    4,   -1.9351,    -2.7487,    8.7096,    27,    0.1030
    4,   -4.0302,    0.6071,    10.3744,    28,    0.0879
    4,   1.0378,    1.2254,    5.0252,    29,    0.1660
    4,   2.3392,    2.0537,    8.6116,    30,    0.1040
    4,   1.7357,    0.5708,    6.6637,    31,    0.1305
    4,   -0.6605,    -1.4949,    6.3807,    32,    0.1355
    4,   4.2066,    -1.2286,    10.7334,    33,    0.0852
    4,   1.9738,    3.0531,    8.1315,    34,    0.1095
    4,   4.9130,    3.7364,    12.8947,    35,    0.0720
    4,   -1.0252,    2.9614,    7.2165,    36,    0.1217
    4,   4.0884,    -0.8878,    9.4121,    37,    0.0960
    4,   -1.2103,    -2.4141,    8.3305,    38,    0.1072
    4,   3.4857,    -0.8284,    9.8987,    39,    0.0918
    4,   2.1845,    0.1932,    6.5969,    40,    0.1316
    4,   1.2511,    -2.1403,    7.2631,    41,    0.1210
    4,   2.2449,    0.2076,    7.0193,    42,    0.1247
    4,   -1.0489,    1.1584,    4.5696,    43,    0.1795
    4,   -4.2082,    3.0684,    11.3490,    44,    0.0810
    4,   0.2392,    -2.1580,    6.6466,    45,    0.1308
    4,   1.1894,    2.0827,    6.6126,    46,    0.1314
    4,   1.0926,    -3.0051,    7.4909,    47,    0.1178
    4,   -2.2175,    0.4857,    7.5378,    48,    0.1171
    4,   2.0924,    -3.1648,    9.0625,    49,    0.0994
    4,   4.3960,    4.6861,    14.1042,    50,    0.0662
